id,raw
ZISLMWMKU0,"Winter is fast approaching. This is a four year testament review to a barrel kit heater. I purchased everything I needed to put a barrel heater in my shop four years ago and could not be any happier. On the coldest days this system will run you out of my shop. As one can see, I sat the heater on blocks for better air flow, used black stove pipe, and a heater barrel sold here at The Home Depot. I learned that the key to a long lasting system is to apply high heat paint on my stove components and change the pipe and barrel out if pin holes appear. I highly recommend adding 5- 6 inches of dirt (yes dirt) or sand-spread out evenly to the bottom and getting a grate for the wood to sit on. This keeps the heater bottom from burning out prematurely. An old trick used by many wood heating people. The heat is regulated by the damper and the air flow door on the kit. I do not recommend this type of system for indoor applications. The Home Depot sells many quality stoves and triple wall pipe systems for safe in- home use. I highly recommend this simple kit and type of heater solution for those on a budget. Now is the time to get ready for the colder days ahead!"
TWTMRMQPJR,"Nicely built, works well in outdoor shop."
OFWAU2KJCR,Was a little better than what i expected for the price.
IJIKNYSQAE,Extremely easy to install. I've already recommended it to a lot of friends. Great for outside brush piles.
DWB63STKBX,"Not only does it fit a barrel, but I’ve put my kit on to an oil tank that I cut out and had a friend weld. The only draw back is the damper doesn’t let in enough air to get a big fire going needed to get a big boil on the sap. Another thing I’ve noticed is the door is showing some rust, possibly due to the heat from the wood fire.  However, it works well and looks awesome. I would purchase this product again."
ANTM3HBATA,"super hot stove safe for a garage or a barn, gets up to temp fast."
6IHXV2WA9Z,This kit was really easy to install. I used a small barrel and the kit still fit. Looks great in my pallet greenhouse. I love it!
S1LNXG4EI9,Im very happy with the stove kit works real well and it don't smoke. I use it to build a maple syrup evaporater to make syrup
C2ELRJVMZC,"First of all, this is made in China. And its not very good cast iron. Tots of voids and such - clearly the result of poor sand and worn patterns. 

It arrived quickly, but one of the legs that goes between the barrels was broken. Called US stove (per included directions) and was assured a replacement would be sent out immediately. Received it almost 14 days later. And it was the wrong part. Not that it mattered anyway: the between barrel leg kit is too big to match the coupler that is shipped with the kit.

Speaking of too big, the legs really don't fit the curvature of a 55 gallon drum.

Additionally, its pretty obvious that the legs were originally designed to have two bars holding them together, not just a tiny 1/4 inch machine screw and nut. A fender washer is a must for safety. And, be prepared to use a grinder on the legs to get a good finish - lots of flash and such left in place.

Lastly, carefully reading the manufacturers instructions, the stove is not recommended or intended for actual use. Just temporary outdoor use only. Not intended for heating. I guess its for looks only.

Its pretty darn clear to me that this was seriously re-engineered to be a cheap knockoff product of what was originally back in the day an excellent product that was a testament to backyard engineering and DIY craftsmanship.

As you can see from the picture, I did some serious mods to make this effective."
56KAE5YDX9,It was awesome and easy to install looks wonderful thank you .
TPGSRACTLX,"Winter is fast approaching. This is a four year testament review to a barrel kit heater. I purchased everything I needed to put a barrel heater in my shop four years ago and could not be any happier. On the coldest days this system will run you out of my shop. As one can see, I sat the heater on blocks for better air flow, used black stove pipe, and a heater barrel sold here at The Home Depot. I learned that the key to a long lasting system is to apply high heat paint on my stove components and change the pipe and barrel out if pin holes appear. I highly recommend adding 5- 6 inches of dirt (yes dirt) or sand-spread out evenly to the bottom and getting a grate for the wood to sit on. This keeps the heater bottom from burning out prematurely. An old trick used by many wood heating people. The heat is regulated by the damper and the air flow door on the kit. I do not recommend this type of system for indoor applications. The Home Depot sells many quality stoves and triple wall pipe systems for safe in- home use. I highly recommend this simple kit and type of heater solution for those on a budget. Now is the time to get ready for the colder days ahead!"
KNRSJYVQNH,"Nicely built, works well in outdoor shop."
1QZWLB4IPQ,Was a little better than what i expected for the price.
EWZQ4C1DIR,As advertised and here had the best price
QWG2BLFL3X,Good item
3WVH1CTORH,good product.
6C0BV0I4WV,Easy to put together.  The flue should be a little higher & draft at front should be bigger as I had to leave the door open all the time to get enough draft.
2GNEDIPQFA,Rating provided by a verified purchaser
NC3RZOZ3MR,"I have not installed this product yet but it appears to be of sturdy quality,"
VXJ7DES5EB,The kit arrived in good time and was easy to assemble and works very good. One of the legs was broken in half and I had to repair it but after that it was all good.
43ZTCRLKYR,Rating provided by a verified purchaser
VNR0X37FJU,Rating provided by a verified purchaser
2KKI0YDWBL,"I look forward to many years of heating with wood, with this barrel stove kit."
GJ9AKLVJQT,As advertised and here had the best price
AJPZNWX1YW,Good item
UBXQPBNLTT,good product.
HFMJ46LXCJ,Easy to put together.  The flue should be a little higher & draft at front should be bigger as I had to leave the door open all the time to get enough draft.
IPBXICOYWE,Rating provided by a verified purchaser
TQP6IMLLSC,"I have not installed this product yet but it appears to be of sturdy quality,"
FIPYV1ZEOA,The kit arrived in good time and was easy to assemble and works very good. One of the legs was broken in half and I had to repair it but after that it was all good.
XAWSOPVXOC,Rating provided by a verified purchaser
A1FFFBNHDP,Rating provided by a verified purchaser
5NEPSHM4QG,"I look forward to many years of heating with wood, with this barrel stove kit."
LIQBH2GRZU,As advertised and here had the best price
ZKDGEUFXX3,Good item
0CV5KGUD2P,good product.
WHHJ6ZUF9A,Easy to put together.  The flue should be a little higher & draft at front should be bigger as I had to leave the door open all the time to get enough draft.
VWHX8DCPFQ,Rating provided by a verified purchaser
FYKMYWLPKB,"I have not installed this product yet but it appears to be of sturdy quality,"
P0TXYXJZOH,The kit arrived in good time and was easy to assemble and works very good. One of the legs was broken in half and I had to repair it but after that it was all good.
SKARKGFRUM,Rating provided by a verified purchaser
DNOE5ABWM2,Rating provided by a verified purchaser
YWHW2BX90S,"I look forward to many years of heating with wood, with this barrel stove kit."
SL1FSFKFYY,Works great. Very satisfied.
DWLU7IL0UN,Thank you so much it was very easy to use..Already have been using on a daily basic..I will be ordering another for a family member
VJ8PFUM3HQ,Rating provided by a verified purchaser
FSOMYJAOQP,Rating provided by a verified purchaser
VTPEHVGJET,Rating provided by a verified purchaser
OABTP4X4QK,The kit looks very sturdy
XEIEZUDPVE,"i love it we use  it a lot  and it  was fun to  make and install  ,ty so much for  your  fine  work"
WD9BGLPDJF,Rating provided by a verified purchaser
HEARLHL4IK,The kit seems nice although the hinge pins are loose and the assembly directions are not very good but overall not a bad kit for outdoor use.
HF6GGZ2O5X,Rating provided by a verified purchaser
WD8FUTC9ZM,Works good. Fits good. Hardware that came with kit was cheap. Had to build a proper door handle.
HQUBZBHBPI,Overall it met our expectations and came in cheaper than most on the internet but it was missing a bit of hardware (4 nuts and the handle).
DTMKDYY1HI,Good product but doesn't come with pipe to connect add on barrel
CALNCCZQ1K,"It's a well made kit, and easy to understand.   It says 30 gallon to 56 gallon barrels, but if you don't use the largest size barrel, the castings won't fit well to the metal barrel, and you will have to buy heatproof mortar and use it to caulk the openings."
0OIVIP3KX7,It worked better than I first thought it would! Almost excellent! The only problem I had was that the 6” pipe did not fit exactly right on the damper... I had to improvise to make it work...
AO03BKAWPZ,Went together easily with one person. Happy with everything!
HGBXNPIEDM,"Solid, well built kit. Worth the price, showed up complete although the box was pretty beat up"
WVMRWK9WP4,I have given the information to get the pieces to make the stove to several people.
UEKBFPUFFS,No screws nuts or bolts or info But I made it work!!!
M7QHCG2CQ4,The items were as advertised. Purchased elevated grate w/and performance reigns. Best low buck heater available.
8CK8GZL3ZA,Works good. Fits good. Hardware that came with kit was cheap. Had to build a proper door handle.
YKNLUQBXEM,Overall it met our expectations and came in cheaper than most on the internet but it was missing a bit of hardware (4 nuts and the handle).
XAVXXPGG0Z,Good product but doesn't come with pipe to connect add on barrel
ZU4SDF2RIG,"It's a well made kit, and easy to understand.   It says 30 gallon to 56 gallon barrels, but if you don't use the largest size barrel, the castings won't fit well to the metal barrel, and you will have to buy heatproof mortar and use it to caulk the openings."
PDVMH0NRQ8,It worked better than I first thought it would! Almost excellent! The only problem I had was that the 6” pipe did not fit exactly right on the damper... I had to improvise to make it work...
6HSYDXN1BR,Went together easily with one person. Happy with everything!
RRMFNJW1OL,"Solid, well built kit. Worth the price, showed up complete although the box was pretty beat up"
J2HGWHTOFH,I have given the information to get the pieces to make the stove to several people.
KTZTTYST4R,No screws nuts or bolts or info But I made it work!!!
BHKPYYCPCG,The items were as advertised. Purchased elevated grate w/and performance reigns. Best low buck heater available.
MFDT0D7LAL,ended up working in my old stove with minor adjustments
J1PERETAV7,Rating provided by a verified purchaser
XBVIYS2MZP,Rating provided by a verified purchaser
ZV5QFRR7QX,Fit perfectly
VHNHS2QIMS,it worked
LCWGQCURXV,"grate and frames arrived fast and ready to use, too hot to use now will install in the fall"
JB9IY06LMV,Great product
RYSYZJVXAI,Product meet specs and was ready for pickup quicker than advertised.
T6KWICIBZN,fits well.
EUPM9GQF2E,Wiseway pellet stove eliminates the need for electricity by utilizing a natural gravity feed system that eliminates all of the typical electrical and mechanical parts found in traditional pellet heaters plus it's Quiet. Caution This stove must have a good draft or it will not work properly. You must have a proper chimney system.
TAJM6L1HCD,"Minor quality issues with unit. Gaskets don't seal, gaps in pellet feed/stove box leaking smoke, mounting base bolt had thread damage.Some tinkering needed to help feed and burn effectively. If you like tinkering with ROCKET STOVES, you'll love this challenge. Requires some monitoring periodically to keep working well. Radiant heat would improve with air flow across unit. For now, will weld a shelf to side to set a peltier fan to improve distribution. If centrally located inside a home or cabin, this might work better. Cleaning unit between uses takes more time than conventional pellet stove. Creosote build up seems more prevalent than with other pellet stoves. Keep it above 400° and works better.
Use two other pellet and three wood burning stoves before this one. This unit has fun potential!"
59BRUS9WEY,"It's a bear to lite but once its lit, nice quiet warm.  Smoke pours out of it around burn pot while starting. Once it hints temp it's fine the trick it to get it hot fast. Still the freedom to have heat without electricity worth all the minor flaws."
AQEGIHDPBN,"I live in Pennsylvania, I have used this for about 1 month now, bought it new from the company that installed my new flu liner (5"" 304 stainless) They said I had a great draft and it should run nicely. The stove was light enough for me too move into possission myself and hook up to the flu. Filling the hopper was a difficult for me because my distance from the back wall is only 6"" and the hopper is not very wide, so you have to either scoop them in with a large cup or hold the bag up and slowly pour them in, while a bunch spill onto the floor. I was very excited when I first lit the stove and the temperature rose to 700 in about 20 minutes. I ran it all night (about 9 hours) on high while sleeping, When I checked it the next morning the temperature was at 300 and the room was not very warm, I Found that the ashes did not fall through the secondary burn chamber into the ash pan as it should have, when i pulled the secondary burn chamber out, large clumps of ash fell into the ash pan. The next two days that I used this the temperature would not rise as high as the day before, so after the third day I decided to clean it. Apon opening the glass door on the front I noticed a large amount of ashes were piled up in the first bend and the tube where the adjustable draft is. I believe this cut down on my draft. I couldnt get to the next two bends due to no access, so I took an air hose and blew them down the tubes(very messy) lots of ashes, im sure it was enough to stop my draft even more. I then repeated the same process for another three days with a different brand of pellets, same results. I added three ecofans to the stove, but it still isnt enough to help much. The only way I can keep this stove warm enough to heat my small basement to 70 degrees is to run it on high at all times, leave the burn chamber door off for more air flow, knock the ashes from the secondary burn chamber down about every 4 hours, and clean it every day. This means I am cleaning it and using 2 bags of pellets every day. If you have electricity, I would not buy this stove. I feel The only people this would satisfy are those with very small cabins that have no electricty. I have $1650 in the stove with taxes, and am very dissapointed. I would Send this stove back, but the restocking fee that i found on the internet is outragous."
QGYPOF0ZS2,"Hello,

My name is Michelle and I purchased a WiseWay last year just before summer. It has not even been a full winter and my basket has fallen apart. Two of the bars are no long exiting and the one bar on the side is gone. Is this normal? I am using the slow burn basket now that also came with my Wiseway and my house is to cold. 
I love my stove but not the fact my basket has fallen apart after just a few months."
YYVOHZLGDM,"Purchased this stove to replace a wood stove to make life a little easier, cutting 5 cords of fire wood has become challenging at our age. Received the stove from Home Depot in February of this year Order, Delivery to the Store and Pickup was easy and quick. Installed the stove used our 6"" existing wood stove pipe, connected a 6"" to 3"" reducer to the top of the stove. Connected a fresh air supply line to the back of the stove. The Wiseway works like a wood stove, it works off of draft so very important to have a fresh air pipe installed. The Wiseway puts out a lot of heat we have no problems heating a 1400 sq ft house. These stoves are designed to use 100 percent Doug Fir Pellet which I have available to me here in Oregon. This stove is very easy to operate. Cleaning is a lot easier then a wood stove clean up, about every 4 to 5 days open the burn chamber and run a ash vacuum up thru the tube to remove any ash that has built up. It you install this stove correctly you should have no problems with it operating properly, I have read feed back from other people who failed to install their stove correctly and have had problem operating it. I would recommend this Wiseway to anyone who wants to make there life a little easier. Reading the Instructions is Very Important Understanding how to adjust the burn basket for your heat range. Very simple to do. I Highly recommend this stove very easy to operate."
7FBJ6DA3RN,Rating provided by a verified purchaser
ASSXTZON1Z,We were very excited for this pellet stove but unfortunately it did not heat out 1700sq foot house.  In a tiny home it  would probably be perfect but in a home with 2 floors it barely heated the first floor.
SDQJRI0ZPT,Rating provided by a verified purchaser
RM4DBOC2X7,This pellet stove won't stay lit the pellet box is design wrong and it smokes real bad I wish I could have tried it before I bought it
SWIBAZVGPO,"I am very pleased with my stove. It works exactly as expected. One thing very important, you must have an exhaust vent that either goes straight up through the roof, or through the wall with no more than 2 elbows. Air flow is very important! I filled my house with smoke because I had 3 elbows in the vent pipe. The stove is well built and solid. Looks like a WORK of MODERN ART in my living room.Writing this review in my warm house, next to my Wiseway Stove."
XAADUKDYML,The US Stove Wiseway Gravity Fed Pellet Stove is an asset to my heating system in my home. It allows me to cut down the thermostat saving on my energy bills while providing an additional kind of warmth that is beyond compare.
DQOS7GXRGE,"Does not put out 40,000 BTU! The manual that comes with the stove states that an independent “official” test rated the stove between 7000 BTU and 20,000 BTU. I have a straight 12 foot flue, outside air hookup and have adjusted the burn box,  even 20,000 BTU is doubtful. Stove is a gimmick. Avoid it!"
KWDCNLBFRS,"I returned item before installation. The flue was not standard size pellet pipe, which would require a custom fit. The primary burn pot would not hold pellets without a custom fit. I did not start a fire as it appeared to work at all would burn a lot of pellets."
OCFQG6TIAJ,The stove won't stop smoking from various areas of the stove. May return
KZUUAJEAXA,love this stove looks good and works great
UEB5UM5KB5,I baught my stove last year.. I found out puting a non draft chimney top on was very important! Adding a damper is important too. These stoves kick off really great heat. I heat my whole house! No breakable parts! Love this! If installed properly.. No smoke comes in house. I am a girl and installed it by myself. Also not.. Make shure out side pipe is at leadt 10 feet above roof line! I am getting another one for my cabin! If your old like me.. I use a small soup pan to fill the back so i dont have to lift the heavy pellet bags! Home you enjoy yours as much as i do! Thank you to the man that invented this stove. I have finally found a great pellet stove! I live in north east Iowa. Trust me we get some cold weather cause the Canadian swath goes through here!
EYAGSU2FZH,"Before we bring this stove into the house, we have tried it several times outside between rain storms. We have had the following problems. Can someone from US Stove help me address these issues?
1. The stove smokes very badly in the beginning to the point where there is no way we can have this stove in our house. We have been trying it out outside with no stove pipe attached. I am following instructions to use a propane torch and to wait for the temperature to reach 200F to get the draft going before opening up the pellets and letting them drop.
2. The maximum temp that the stove reaches is 550F. The videos I watched and literature I read before purchasing the unit stated that it gets to 700F. I was expecting 700F so that it will heat my 2000 sq ft house. Is 550F enough for 2000 sq ft. 
3. On a calm day, no appreciable wind, after reaching max temp and letting it stay at that temp for 1 hour, if I open the damper slider to bring the temp down which I know with this stove is the opposite of what normally happens when a damper is opened, smoke starts to come out of the small pellet chamber just above the burn basket area. Closing the damper slider stops the smoke. In the installation guide, it is stated: ""Apply adhesive side of insulation rope to the top edge of the hopper opening, and then fold the rope over the hopper opening edges."" This is not how any of the gaskets were pre-installed on the unit by the manufacturer, and the gaskets that were pre-installed are much smaller diameter than the gaskets pictured in the install guide. Is this why the stove is smoking and can the proper gaskets be provided if so.
4. In the videos I watched before making this purchase, the stove had wheels. This one does not. This one has a flat rectangular plate at the bottom. Even the owner's operation and installation manual for this model # shows a unit that has bars on the bottom where wheels attach. 
I really wanted this stove to work for us. 
Very disappointed so far. Please advise."
O4YOHOOPRT,"this is probably the most unreliable stove I have ever owned, mine will never burn longer then one bag of pellets befor you have to clean it, the burnner cage collects clinkers an d it stops burning and smokes the whole house up all the smoke detectors go off, very unreliable to go away and leave it unattended, I have had this stove less then one month, tried different brands of pellets all act the same.
I cartainly would not reccomend this stove to anybody.a gross waste of money."
40KUVV70W6,"I purchased this stove to heat the shop area.  I found it easy to light, it takes less time then the instruction say.  Its nice to not have to feed the old stove ever 15 min. When you have to fill the hopper it is up high, it does not bother me. I have had the stove for about 2 months and time will tell.
Well pleased with the  operation."
RRK5GOPILB,"I am very pleased with my stove. It works exactly as expected. One thing very important, you must have an exhaust vent that either goes straight up through the roof, or through the wall with no more than 2 elbows. Air flow is very important! I filled my house with smoke because I had 3 elbows in the vent pipe. The stove is well built and solid. Looks like a WORK of MODERN ART in my living room.Writing this review in my warm house, next to my Wiseway Stove."
RP7EHRG3VJ,The US Stove Wiseway Gravity Fed Pellet Stove is an asset to my heating system in my home. It allows me to cut down the thermostat saving on my energy bills while providing an additional kind of warmth that is beyond compare.
3XRNFSXZZG,"Does not put out 40,000 BTU! The manual that comes with the stove states that an independent “official” test rated the stove between 7000 BTU and 20,000 BTU. I have a straight 12 foot flue, outside air hookup and have adjusted the burn box,  even 20,000 BTU is doubtful. Stove is a gimmick. Avoid it!"
2RIPBT8KXE,"I returned item before installation. The flue was not standard size pellet pipe, which would require a custom fit. The primary burn pot would not hold pellets without a custom fit. I did not start a fire as it appeared to work at all would burn a lot of pellets."
1W3VJVVQ9H,The stove won't stop smoking from various areas of the stove. May return
RVRBSUDDDD,love this stove looks good and works great
SYGVD11AJ8,I baught my stove last year.. I found out puting a non draft chimney top on was very important! Adding a damper is important too. These stoves kick off really great heat. I heat my whole house! No breakable parts! Love this! If installed properly.. No smoke comes in house. I am a girl and installed it by myself. Also not.. Make shure out side pipe is at leadt 10 feet above roof line! I am getting another one for my cabin! If your old like me.. I use a small soup pan to fill the back so i dont have to lift the heavy pellet bags! Home you enjoy yours as much as i do! Thank you to the man that invented this stove. I have finally found a great pellet stove! I live in north east Iowa. Trust me we get some cold weather cause the Canadian swath goes through here!
TPV0QGDFZJ,"Before we bring this stove into the house, we have tried it several times outside between rain storms. We have had the following problems. Can someone from US Stove help me address these issues?
1. The stove smokes very badly in the beginning to the point where there is no way we can have this stove in our house. We have been trying it out outside with no stove pipe attached. I am following instructions to use a propane torch and to wait for the temperature to reach 200F to get the draft going before opening up the pellets and letting them drop.
2. The maximum temp that the stove reaches is 550F. The videos I watched and literature I read before purchasing the unit stated that it gets to 700F. I was expecting 700F so that it will heat my 2000 sq ft house. Is 550F enough for 2000 sq ft. 
3. On a calm day, no appreciable wind, after reaching max temp and letting it stay at that temp for 1 hour, if I open the damper slider to bring the temp down which I know with this stove is the opposite of what normally happens when a damper is opened, smoke starts to come out of the small pellet chamber just above the burn basket area. Closing the damper slider stops the smoke. In the installation guide, it is stated: ""Apply adhesive side of insulation rope to the top edge of the hopper opening, and then fold the rope over the hopper opening edges."" This is not how any of the gaskets were pre-installed on the unit by the manufacturer, and the gaskets that were pre-installed are much smaller diameter than the gaskets pictured in the install guide. Is this why the stove is smoking and can the proper gaskets be provided if so.
4. In the videos I watched before making this purchase, the stove had wheels. This one does not. This one has a flat rectangular plate at the bottom. Even the owner's operation and installation manual for this model # shows a unit that has bars on the bottom where wheels attach. 
I really wanted this stove to work for us. 
Very disappointed so far. Please advise."
P7Q7QUYHRE,"this is probably the most unreliable stove I have ever owned, mine will never burn longer then one bag of pellets befor you have to clean it, the burnner cage collects clinkers an d it stops burning and smokes the whole house up all the smoke detectors go off, very unreliable to go away and leave it unattended, I have had this stove less then one month, tried different brands of pellets all act the same.
I cartainly would not reccomend this stove to anybody.a gross waste of money."
ITKU7OESC9,"I purchased this stove to heat the shop area.  I found it easy to light, it takes less time then the instruction say.  Its nice to not have to feed the old stove ever 15 min. When you have to fill the hopper it is up high, it does not bother me. I have had the stove for about 2 months and time will tell.
Well pleased with the  operation."
TWKYPWSDMI,Great product!!!
KDDZATX0BN,Rating provided by a verified purchaser
LQIYCYR575,"I purchased this stove as a backup heat source for when the power goes out in the winter due to ice storms. I would give this stove a 5/5 stars, except there is an issue with pellet feed. This stove is gravity fed, and uses no electricity to feed the pellets into the burn chamber. Due to the design of the pellet hopper, occasionally the pellets do not move to the pellet chute. If you check on it periodically, or keep the hopper full, you have no issues. It's when you let the hopper run low that the stove can go out."
YWJQMMTMAX,"Great stove, Good for off grid use"
FRERNNKXQZ,very very nice pellet stove works well
A7QY0NCPJI,"I haven’t had the stove very long, but Inhave been using it with different brands of pellets and adjusting the basket width. I have only had access to hardwood pellets. So far it’s working fairly good, except the basket seems to ash up after a while, even if the ash tray is not full. The fire then dies out. I have spread the grate basket, but have not been able to figure out how to solve this issue. I would recommend the heater, but some other people have complained about it. If you purchase this stove, it is important to experiment with different pellets and the grate openings."
XKKR4N47Q8,Stove came in damaged crate. Stove parts are bent. Stove parts are missing.
KP04BPMUBP,"My husband put this stove together in about 15 minutes and once he got the pipe kit put together we were burning with pellets in no time. Steady, even heat that is very comfortable. Love!"
IVULCCW4WO,"The pellet stove has a unique, attractive design and looks nice in a home setting.  It is a conversation piece to say the least.  As for installing, it was quite easy.  Heating our 2,000+ sq. ft. house is not a problem for this stove.  We clean it out twice a day which is simple to do.  Finding the pellets that we like the best seems to be our challenge.  I would not want to revert back to conventional heating.  This stove meets our expectations and needs."
XQBTNXUWDX,The Wiseway stove is preforming beyond my expectations. It starts easy and quickly.
VRMN3CE9IW,It showed up alright but i am having issues about the exhaust system its a 3 and a half stove pipe and nobody carrys the pipes for it and the ones who do are charging outrageous prices for the pipe
OHREYZBYBP,Rating provided by a verified purchaser
JNUPPKFPOX,"just got the stove setup followed instructions for startup, reach 600 degrees in 35mins. going to see how long 40lbs will burn. raised temperature in the room 20 degrees in less than an hour from starting the torch. 2000 sq. ft."
YUPBKDLX62,"I often lose power during ice storms so when I learned that pellet stoves with forced exhaust are dangerous to run when the power is out, I started looking for an alternative. I read every thing I could about this stove. It came with some issues: the exhaust is 3"" but 3"" pipe did not fit - I had to do some creative crimping to make it work; ash buildup chokes out the flame unless you find a way to knock it out of the primary burn basket - easy enough to handle I use a long metal file every few hours. Those are the drawbacks.

The benefits are fantastic. The stove gives a warm even heat with little upkeep, especially compared to the hassle of a wood stove. I have had a few questions and the help is very friendly, helpful and responsive. I can let the stove run all night and it keeps the house warm.

Summary, this stove is a machine you have to learn. There is an art to getting and keeping it working, but it is far easier than a wood stove and offers the huge benefit of working even without power. Well done US Stove Company."
ROWDAQERQN,"I've been using this stove for a month and it runs differently for each individual. You have to have an excellent draft...no air leaks in the stove pipe at any point. Use Rutland furnace cement to seal up stove pipes that are not air tight. Having a good draft prevents heat from backdrafting up the feed chamber. I have added a heat sink on the outside of the feed tube to keep it cooler, for added protection. 

I also had to spread the burn chamber a tiny amount to get it to not plug up. Tweaking it makes it more dependable, and will burn longer periods. I like the steady burn and the release of constant heat."
EJQHZ3MLFC,"I haven't fired it up yet, but the review is on the quality.  It was all set up except the base, that went on easily, and the drawers, which did not.  The burn drawer fit fine, the second burn drawer had to be pushed down on the end (on the inside which will probably make all the un-burned pellets fall to the back) and the fire pot what would not close at all.  The tabs on the outside of the drawer had to be pulled out so the drawer would slide in all the way.  The metal on the burn pot is very thick and hard to manipulate.  Hope everything works out okay when it is lit off."
TZYGUDDIZR,damaged and parts missing
2TRZJI4GYG,"The performance of this stove is subject to proper draft and the need to take a little time to learn how control the temperature required for your home. Proper cleaning is essential but is not difficult nor time consuming. 5 minutes a day with a shop vac will do. For me it is easier to maintain and operate than a wood stove. No electricity needed and none of the hassel with cord wood.
I give it 5 stars easy!"
USSYKAF70V,"Instructions are clear except what will happen if you leave the feed chamber open or the hopper open. About the third day it wasn't feeding the pellets properly and I opened the feed chamber Late that evening to see the pellets burning there. I closed that lower cover and left the feed hopper cracked (unlatched) over night. The next morning I found the pellets had smoldered all the way up into the hopper. I removed all the pellets in the stove and found the chutes and hopper were left quite rough from the smoldering pellets. I spent over an hour scraping and sanding the surfaces I could reach so the pellet stove could work again. What I discovered was the pellet basket as delivered wasn't allowing the pellets to flow freely enough. I widened by prying the bars further apart and it ran better. 
The biggest issue with this stove is ash in the burn path builds up (with even the best pellets) and I have to clean it every morning to get enough heat from the stove (I use a Ridgid WD30500 shop vac) I tried a big shop vac to clean it and the hose is too fat. The Ridgid 3 gallon one has a 2"" diameter hose and that will go up the burn path to the 1st corner and remove most of the ash buildup (I bought mine from Home Depot). I plan to run this stove for a long time as we live in the boonies and a power outage is likely. I have a tall 14' flue and I went with 4"" pipe as recommended by US Stove. They have yet to return my request (3 weeks ago) at their site for tips to stop back-burning...Note the glass door soots up before I burn a whole bag of any pellets and the pellet hopper is quite high I use a stool to fill it and I'm 5' 11"" tall."
JIFNQBVJIQ,"bought a wiseway stove when I built my home in 2012 and have had nothing but problems with it.  1. can not regulate the heat sometimes it will flare up to and over 800 degrees and other times like tonight (November 25, 2016) it will not stay lit.  I have spoken to owner/inventor and he sent me a new (smaller) primary burn pot and still nothing but problems.  Gary also told me to spread the burn pot bars apart when not burning or to place a can over the intake port if burning too hot. Again nothing has worked. Also have tried different pellet manufactures but no luck. 2. Pellets get stuck in the feed hopper due to unfinished ridges that catch the pellets and hang them up stopping the flow of pellets also leading to the stove going out when not attended.  Don't waste your money on this stove great idea but doesn't work."
